load_zone,timestamp,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,zone_demand_mw,StorageNetCharge,ChargeEVs,ShiftDemand
Oahu,2025-02-23-12:00,965.61,0,900.741,44.6663,20.2032,0
Oahu,2025-02-23-14:00,984.93,0,896.464,63.4155,25.0504,0
Oahu,2025-02-23-16:00,942.395,0,910.498,0,31.8964,0
Oahu,2025-02-23-18:00,1007.16,0,962.571,0,44.5939,0
Oahu,2025-02-23-20:00,925.036,0,885.15,0,39.8859,0
Oahu,2025-02-23-22:00,769.416,0,740.844,0,28.5725,0
Oahu,2025-03-23-00:00,587.677,0,571.522,2.10188,14.053,0
Oahu,2025-03-23-02:00,577.826,0,513.697,58.3397,5.78938,0
Oahu,2025-03-23-04:00,527.939,0,525.284,0,2.65456,0
Oahu,2025-03-23-06:00,634.256,0,607.154,17.3794,9.72205,0
Oahu,2025-03-23-08:00,818.941,0,772.137,10.461,36.3427,0
Oahu,2025-03-23-10:00,905.241,0,823.563,56.1739,25.5045,0
Oahu,2025-03-23-12:00,851.066,0,830.863,0,20.2032,0
Oahu,2025-03-23-14:00,946.972,0,827.243,94.6784,25.0504,0
Oahu,2025-03-23-16:00,935,0,841.227,61.8766,31.8964,0
Oahu,2025-03-23-18:00,933.1,0,888.507,0,44.5939,0
Oahu,2025-03-23-20:00,890.455,0,850.57,0,39.8859,0
Oahu,2025-03-23-22:00,725.786,0,697.214,0,28.5725,0
Oahu,2025-04-23-00:00,613.403,0,548.742,50.6076,14.053,0
Oahu,2025-04-23-02:00,568.343,0,504.374,58.1797,5.78938,0
Oahu,2025-04-23-04:00,567.049,0,564.394,0,2.65456,0
Oahu,2025-04-23-06:00,803.861,0,794.139,0,9.72205,0
Oahu,2025-04-23-08:00,955.516,0,919.174,0,36.3427,0
Oahu,2025-04-23-10:00,1098.55,0,978.364,94.6784,25.5045,0
Oahu,2025-04-23-12:00,1031.57,0,999.052,12.314,20.2032,0
Oahu,2025-04-23-14:00,1118.24,0,1003.41,89.7834,25.0504,0
Oahu,2025-04-23-16:00,1023.89,0,991.994,0,31.8964,0
Oahu,2025-04-23-18:00,1037.81,0,993.218,0,44.5939,0
Oahu,2025-04-23-20:00,976.248,0,936.363,0,39.8859,0
Oahu,2025-04-23-22:00,745.756,0,717.183,0,28.5725,0
Oahu,2025-05-23-00:00,644.865,0,612.543,18.2685,14.053,0
Oahu,2025-05-23-02:00,618.252,0,565.395,47.068,5.78938,0
Oahu,2025-05-23-04:00,638.342,0,635.688,0,2.65456,0
Oahu,2025-05-23-06:00,872.091,0,862.369,0,9.72205,0
Oahu,2025-05-23-08:00,1069.01,0,989.911,42.7538,36.3427,0
Oahu,2025-05-23-10:00,1080.79,0,1041.27,14.0236,25.5045,0
Oahu,2025-05-23-12:00,1139.04,0,1051.59,67.2517,20.2032,0
Oahu,2025-05-23-14:00,1077.85,0,1039.83,12.9709,25.0504,0
Oahu,2025-05-23-16:00,1026.46,0,994.562,0,31.8964,0
Oahu,2025-05-23-18:00,1013.93,0,969.335,0,44.5939,0
Oahu,2025-05-23-20:00,963.832,0,923.946,0,39.8859,0
Oahu,2025-05-23-22:00,788.951,0,760.378,0,28.5725,0
Oahu,2025-06-23-00:00,622.289,0,594.778,13.4576,14.053,0
Oahu,2025-06-23-02:00,553.025,0,547.235,0,5.78938,0
Oahu,2025-06-23-04:00,671.386,0,609.692,59.0396,2.65456,0
Oahu,2025-06-23-06:00,826.814,0,817.092,0,9.72205,0
Oahu,2025-06-23-08:00,1065.05,0,955.806,72.9026,36.3427,0
Oahu,2025-06-23-10:00,1070.84,0,1026.93,18.4082,25.5045,0
Oahu,2025-06-23-12:00,1131.39,0,1046.88,64.3054,20.2032,0
Oahu,2025-06-23-14:00,1103.58,0,1048.67,29.8648,25.0504,0
Oahu,2025-06-23-16:00,1059.45,0,1024.35,3.20107,31.8964,0
Oahu,2025-06-23-18:00,1040.3,0,995.705,0,44.5939,0
Oahu,2025-06-23-20:00,1019.62,0,979.729,0,39.8859,0
Oahu,2025-06-23-22:00,802.742,0,774.17,0,28.5725,0
Oahu,2025-07-23-00:00,755.754,0,647.022,94.6784,14.053,0
Oahu,2025-07-23-02:00,694.76,0,594.293,94.6784,5.78938,0
Oahu,2025-07-23-04:00,651.719,0,649.065,0,2.65456,0
Oahu,2025-07-23-06:00,861.505,0,851.783,0,9.72205,0
Oahu,2025-07-23-08:00,1067.96,0,981.185,50.4314,36.3427,0
Oahu,2025-07-23-10:00,1113.15,0,1053.48,34.1705,25.5045,0
Oahu,2025-07-23-12:00,1157.85,0,1068.15,69.4922,20.2032,0
Oahu,2025-07-23-14:00,1173.93,0,1062.76,86.1175,25.0504,0
Oahu,2025-07-23-16:00,1080.82,0,1048.92,0,31.8964,0
Oahu,2025-07-23-18:00,1062.07,0,1017.47,0,44.5939,0
Oahu,2025-07-23-20:00,1025.26,0,985.371,0,39.8859,0
Oahu,2025-07-23-22:00,820.619,0,792.046,0,28.5725,0
Oahu,2025-08-23-00:00,678.435,0,639.136,25.2466,14.053,0
Oahu,2025-08-23-02:00,582.216,0,576.426,0,5.78938,0
Oahu,2025-08-23-04:00,592.701,0,590.046,0,2.65456,0
Oahu,2025-08-23-06:00,713.033,0,703.311,0,9.72205,0
Oahu,2025-08-23-08:00,995.276,0,893.673,65.2602,36.3427,0
Oahu,2025-08-23-10:00,1010.52,0,964.775,20.2409,25.5045,0
Oahu,2025-08-23-12:00,1038.22,0,970.285,47.7317,20.2032,0
Oahu,2025-08-23-14:00,1077.69,0,964.906,87.7329,25.0504,0
Oahu,2025-08-23-16:00,989.017,0,957.121,0,31.8964,0
Oahu,2025-08-23-18:00,987.094,0,942.5,0,44.5939,0
Oahu,2025-08-23-20:00,953.994,0,914.108,0,39.8859,0
Oahu,2025-08-23-22:00,813.48,0,784.908,0,28.5725,0
Oahu,2025-09-23-00:00,664.797,0,601.189,49.5554,14.053,0
Oahu,2025-09-23-02:00,577.801,0,560.117,11.8943,5.78938,0
Oahu,2025-09-23-04:00,669.334,0,636.143,30.5371,2.65456,0
Oahu,2025-09-23-06:00,867.804,0,858.082,0,9.72205,0
Oahu,2025-09-23-08:00,1083.62,0,976.999,70.2795,36.3427,0
Oahu,2025-09-23-10:00,1141.36,0,1028.37,87.4828,25.5045,0
Oahu,2025-09-23-12:00,1120.64,0,1052.3,48.1387,20.2032,0
Oahu,2025-09-23-14:00,1078.63,0,1053.58,0,25.0504,0
Oahu,2025-09-23-16:00,1087.3,0,1030.57,24.8371,31.8964,0
Oahu,2025-09-23-18:00,1119.67,0,1075.08,0,44.5939,0
Oahu,2025-09-23-20:00,991.577,0,951.691,0,39.8859,0
Oahu,2025-09-23-22:00,770.468,0,741.895,0,28.5725,0
Oahu,2025-10-23-00:00,697.499,0,596.062,87.3838,14.053,0
Oahu,2025-10-23-02:00,558.626,0,552.837,0,5.78938,0
Oahu,2025-10-23-04:00,636.637,0,611.168,22.8143,2.65456,0
Oahu,2025-10-23-06:00,839.24,0,829.518,0,9.72205,0
Oahu,2025-10-23-08:00,1006.61,0,941.135,29.134,36.3427,0
Oahu,2025-10-23-10:00,1093.02,0,994.946,72.5721,25.5045,0
Oahu,2025-10-23-12:00,1095.77,0,1015.31,60.2542,20.2032,0
Oahu,2025-10-23-14:00,1088,0,1010.39,52.5606,25.0504,0
Oahu,2025-10-23-16:00,1028.62,0,990.831,5.89665,31.8964,0
Oahu,2025-10-23-18:00,1087.88,0,1043.29,0,44.5939,0
Oahu,2025-10-23-20:00,964.519,0,924.634,0,39.8859,0
Oahu,2025-10-23-22:00,766.393,0,737.82,0,28.5725,0
Oahu,2025-11-23-00:00,568.74,0,554.687,0,14.053,0
Oahu,2025-11-23-02:00,518.216,0,511.533,0.893321,5.78938,0
Oahu,2025-11-23-04:00,535.654,0,532.999,0,2.65456,0
Oahu,2025-11-23-06:00,630.819,0,621.097,0,9.72205,0
Oahu,2025-11-23-08:00,832.518,0,784.706,11.4694,36.3427,0
Oahu,2025-11-23-10:00,943.561,0,859.7,58.3569,25.5045,0
Oahu,2025-11-23-12:00,955.448,0,853.128,82.117,20.2032,0
Oahu,2025-11-23-14:00,957.683,0,840.661,91.9721,25.0504,0
Oahu,2025-11-23-16:00,904.69,0,872.794,0,31.8964,0
