balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	EVSpinningReserveUp	DemandResponseSpinningReserveUp	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_regulation	marginal_cost_contingency	peak_day
system_wide_balancing_area	2020	2020-03-23-00:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	0.0	39.735713522	389.0342657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-02:00	0	104.05584292199998	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	0.0	96.244540957	380.0901086878	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-04:00	0	97.0354511143	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	373.06971688010003	127.2334872573542	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-06:00	0	83.5	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	0.0	70.960998754	359.5342657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-08:00	0	83.5	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	0.0	171.045540598	359.5342657658	251.6922784866522	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-10:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	0.0	214.398833464	389.0342657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-12:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	54.7865070434	99.7893942442	389.0342657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-14:00	0	83.5	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	0.0	204.256456748	359.5342657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-16:00	0	83.5	0	0	15.000000000000002	0	0.0	0.0	0.0	261.0342657658	63.3153383593	0.0	387.5342657658	254.0598753704967	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-18:00	0	0.0	0	0	36.46366761848	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	325.49793338428003	140.44346843442005	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-20:00	0	0.0	0	0	26.354700278299998	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	315.3889660441	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-22:00	0	0.0	0	0	84.0916205152	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	345.125886281	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-00:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	192.486940692	310.8342657658	85.65094596070652	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-02:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	193.0297664326	310.8342657658	46.95013065763172	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-04:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	124.252628693	310.8342657658	38.93247784966514	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-06:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.249315142948	0.0	310.8342657658	119.57680640526026	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-08:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	72.5134860119	0.0	310.8342657658	156.788634864035	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-10:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	140.416999156	310.8342657658	150.53064744271302	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-12:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	199.978331492	310.8342657658	155.46531364834587	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-14:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	160.9137593543	310.8342657658	147.30199621619653	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-16:00	0	0.0	0	0	111.2853905533	0	0.0	0.0	0.0	261.0342657658	45.3390442478	21.2269298154	372.3196563191	132.33042876244562	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-18:00	0.0	0.0	0.06149643352905508	0	0.4476209118069449	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	261.543383111136	29.656047292961695	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-20:00	0	0.0	0	0	20.7921096024	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	281.8263753682	0.0694361125	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-22:00	0	0.0	0	0	11.0003906646	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	272.0346564304	3.727397775	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-00:00	0	0.0	0	0	97.0	0	0.0	0.0	0.0	261.0342657658	0.0	186.380253393	358.0342657658	35.2998129939908	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-02:00	0	0.0	0	0	82.9273915663	0	0.0	0.0	0.0	261.0342657658	0.0	223.191585143	343.9616573321	10.048940542194426	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-04:00	0	0.0	0	0	77.1	0	0.0	0.0	0.0	261.0342657658	0.0	152.255431794	338.1342657658	4.83241011875	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-06:00	0	0.0	0	0	61.8259151891	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	322.8601809549	68.02960305384826	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-08:00	0	0.0	0	0	77.1	0	0.0	0.0	0.0	261.0342657658	0.0	119.9956296845	338.1342657658	128.44948229997564	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-10:00	0	0.0	0	0	80.2149931078	0	0.0	0.0	0.0	261.0342657658	118.101845403	0.0	341.2492588736	132.44344357838045	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-12:00	0	0.0	0	0	97.0	0	0.0	0.0	0.0	261.0342657658	0.0	137.383694259	358.0342657658	138.60162321327775	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-14:00	0	0.0	0	0	97.0	0	0.0	0.0	0.0	261.0342657658	0.0	92.384303447	358.0342657658	150.1708419461389	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-16:00	0	0.0	0	0	77.1	0	0.0	0.0	0.0	261.0342657658	0.0	57.2275823154	338.1342657658	151.82083287346566	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-18:00	0	0.0	0	0	12.967620815322997	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	274.001886581123	87.34574190320397	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-20:00	0	0.0	0	0	64.6285236105	0	0.0	0.0	0.0	261.0342657657	0.0	0.0	325.6627893762	98.35993425800415	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-22:00	0	0.0	0	0	97.0	0	0.0	0.0	0.0	261.0342657658	0.0	119.627419069	358.0342657658	104.26683367956625	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-00:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	78.9039500082	0.0	294.6352657658	116.65216246964542	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-02:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	0.0	153.775177266	294.6352657658	127.31351468476822	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-04:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	0.0	210.467223937	294.6352657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-06:00	0	0.0	0	0	29.1804256585	0	0.0	0.0	0.0	261.0342657658	39.1978953945	0.0	318.2146914243	176.6490785469652	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-08:00	0	0.0	0	0	21.017865715489997	0	0.0	0.0	0.0	261.0342657658	0.0	128.112667362	310.05213148129	255.05095876366323	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-10:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	0.0	121.804430996	322.6352657658	252.6952532969466	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-12:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	0.0	195.505456786	322.6352657658	259.14618037126394	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-14:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	0.0	133.945223253	322.6352657658	257.9789185342582	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-16:00	0	0.0	1.7918667478889352	0	9.314818852111065	0	0.0	0.0	0.0	261.0342657658	0.0	141.919760723	300.1409513658	258.31236980556235	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-18:00	0	0.0	0	0	87.30194858304	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	376.33621434884003	192.90239073660817	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-20:00	0	0.0	0	0	50.4179975094	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	311.45226327520004	126.26510592154986	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-22:00	0	0.0	0	0	2.99730841325	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	292.03157417905	110.38517259125418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-00:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	0.0	251.053213698	294.6352657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	145.04955779649998	261.0342657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-04:00	0	0.0	0	0	35.3327422845	0	0.0	0.0	0.0	261.0342657658	0.0	72.4099835253	296.3670080503	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-06:00	0	0.0	0	0	36.614	0	0.0	0.0	0.0	261.0342657658	0.0	52.4230812761	297.64826576580003	167.08537285080934	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-08:00	0	0.0	0	0	36.614	0	0.0	0.0	0.0	261.0342657658	0.0	110.121922976	325.64826576580003	246.14226329329492	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-10:00	0	0.0	0	0	36.614	0	0.0	0.0	0.0	261.0342657658	0.0	191.391684109	297.64826576580003	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-12:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	71.854338915	159.4359792	294.6352657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-14:00	0	0.0	0	0	36.614	0	0.0	0.0	0.0	261.0342657658	0.0	118.130873317	325.64826576580003	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-16:00	0	0.0	0	0	126.3143712	0	0.0	0.0	0.0	261.0342657658	0.0	22.8937856759	415.3486369658	257.9665429136558	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-18:00	0	0.0	0	0	87.33321601095	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	376.36748177674997	170.08783877226	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-20:00	0	0.0	0	0	19.5422316292	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	308.576497395	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-22:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	46.2475064877	0.0	294.6352657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-00:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	116.948797127	261.0342657658	108.08519219603465	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	40.8990322911	261.0342657658	93.17374539156063	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-04:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	42.7590875863	261.0342657658	107.0649878672652	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-06:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	37.5849912509	289.0342657658	146.42124635603417	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-08:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	21.1574887969	127.841675264	289.0342657658	252.76520453039308	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-10:00	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	152.956016161	289.0342657658	258.7735589094499	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-12:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	188.089784203	289.0342657658	256.3145539430003	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-14:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	146.895254191	289.0342657658	255.92951995713986	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-16:00	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	172.765288119	261.0342657658	253.79955388468773	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-18:00	0	0.0	0	0	39.537427890740005	0	0.0	0.0	0.0	261.0342657658	43.3064277075	0.0	300.57169365654	161.38418213670073	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-20:00	0	0.0	0	0	31.1	0	0.0	0.0	0.0	261.0342657658	15.9904041466	0.0	292.1342657658	128.1246699123542	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-22:00	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	261.0342657658	37.6475247517	0.0	261.0342657658	113.2706765573542	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-00:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	15.7924908728	310.8342657658	120.11404718235421	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-02:00	0	0.0	0	0	70.78128548539999	0	0.0	0.0	0.0	261.0342657658	0.0	217.548461051	331.8155512512	128.0938345623542	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-04:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	0.0	211.160329691	344.4352657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-06:00	0	0.0	0	0	41.3563141575	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	330.39057992330004	130.73844121616776	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-08:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	0.0	119.632348065	344.4352657658	253.33490348966154	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-10:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	107.96953895	43.9593319422	344.4352657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-12:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	0.0	188.530675955	344.4352657658	259.18702650124607	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-14:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	0.0	157.463902749	344.4352657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-16:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	147.83914568	310.8342657658	245.9580121902069	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-18:00	0	0.0	0.0	0	52.13459403644	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	313.16885980224004	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-20:00	0	0.0	0	0	89.93843794422001	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	350.97270371001997	127.6133395623542	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-22:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	10.132306453	0.0	344.4352657658	126.2204840873542	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-00:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	184.855676548	310.8342657658	127.27128370029936	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-02:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	0.0	166.6766388716	344.4352657658	128.01946742731684	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-04:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	75.9975000387	28.4904120867	344.4352657658	125.32507084200678	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-06:00	0	0.0	0	0	65.0556833964	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	326.0899491622	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-08:00	0	0.0	0	0	66.6692473459	0	0.0	0.0	0.0	261.0342657658	0.0	213.279273188	327.7035131117	253.47648967702173	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-10:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	132.170517938	310.8342657658	258.8411894102412	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-12:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	137.268554012	310.8342657658	259.1932030894618	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-14:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	0.0	201.809205009	344.4352657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-16:00	0	0.0	0	0	136.1277424	0	0.0	0.0	0.0	261.0342657658	0.0	1.40395280983	425.1620081658	242.65334531311285	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-18:00	0	0.0	0.0	0	48.0198085558	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	309.05407432159996	127.95155999227065	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-20:00	0	0.0	0	0	57.09622141688	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	318.13048718268	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-22:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	42.104345364	0.0	310.8342657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-00:00	0	0.0	0	0	24.2834349038	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	285.3177006696	55.714598506250006	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-02:00	0	0.0	0	0	5.7	0	0.0	0.0	0.0	261.0342657658	0.0	62.3513672271	266.7342657658	127.02323271235421	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-04:00	0	0.0	0	0	11.5	0	0.0	0.0	0.0	261.0342657658	0.0	7.84694949621	300.5342657658	124.05496578235419	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-06:00	0	0.0	0	0	45.423652898899995	0	0.0	0.0	0.0	261.0342657658	69.8596354607	0.0	334.4579186647	127.7387837123542	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-08:00	0	0.0	0	0	11.5	0	0.0	0.0	0.0	261.0342657658	0.0	142.458036201	300.5342657658	244.57516032821232	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-10:00	0	0.0	0	0	11.5	0	0.0	0.0	0.0	261.0342657658	0.0	154.799752872	300.5342657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-12:00	0	0.0	0	0	6.80859016193	0	0.0	0.0	0.0	261.0342657658	0.0	259.197664176	267.84285592773	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-14:00	0	0.0	0	0	11.5	0	0.0	0.0	0.0	261.0342657658	0.0	196.634069895	272.5342657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-16:00	0	0.0	0	0	80.214	0	0.0	0.0	0.0	261.0342657658	48.242209942	23.2505399037	341.2482657658	211.6782501164729	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-18:00	0	0.0	0	0	25.780574110999996	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	314.81483987679997	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-20:00	0	0.0	0	0	48.114	0	0.0	0.0	0.0	261.0342657658	0.0	31.6556685746	309.14826576580003	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-22:00	0	0.0	0	0	11.5	0	0.0	0.0	0.0	261.0342657658	0.0	44.0772857149	272.5342657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-00:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	0.0	216.675887359	294.6352657658	120.92807428235419	180.0	0.0	0.0	typical
