balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_regulation	marginal_cost_contingency	peak_day
system_wide_balancing_area	2020	2020-05-23-00:00	0	0.0	0	0	148.83625310099998	0	0.0	0.0	0.0	405.7934221112	554.6296752122	35.793184832497595	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-02:00	0	0.0	0	0	179.94630303568997	0	0.0	0.0	0.0	405.7934221107	585.73972514639	10.148258564112172	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-04:00	0	0.0	0	0	125.29095902450001	0	0.0	0.0	0.0	376.93809259087	502.22905161537	4.831877506970925	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-06:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	359.89876443479994	359.89876443479994	53.10085228594139	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-08:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	346.098658267	346.098658267	104.83572726069663	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-10:00	0	0.0	0	0	17.807959818	0	0.0	0.0	0.0	366.1173440207	383.9253038387	109.06615741771412	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-12:00	0	0.0	0	0	6.45762778859	0	0.0	0.0	0.0	366.117344022	372.57497181059	115.51649646650074	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-14:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	359.7675738841	359.7675738841	126.69457696113565	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-16:00	0	0.0	0	0	16.0	0	0.0	0.0	0.0	355.3528010751	371.3528010751	128.29853472658854	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-18:00	-3.728635835242186e-15	0.0	68.0	0	20.254095169	0	0.0	0.0	0.0	333.75168442820996	422.00577959721	75.12729340596039	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-20:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	362.4824258586	362.4824258586	102.70802929085998	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-22:00	0	0.0	0	0	107.53857982790001	0	0.0	0.0	0.0	366.11734402135	473.65592384925003	113.29076535028159	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-00:00	0	0.0	0	0	32.4031066478	0	0.0	0.0	0.0	399.7956249965	432.19873164430004	135.23485362914448	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	361.964704494	361.964704494	142.94032010888637	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-04:00	0	16.921332087	0	0	15.000000000000002	0	0.0	0.0	0.0	405.79342211069996	437.7147541977	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-06:00	0	0.0	0	0	10.8133712	0	0.0	0.0	0.0	344.19147653799996	383.00484773799997	173.34288956626955	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-08:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	356.5138733236	436.1138733236	249.56214947578525	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-10:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	363.14298412029996	442.7429841203	243.70915534402207	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-12:00	0	0.0	0	0	132.9735776257	0	0.0	0.0	0.0	405.7934221107	538.7669997364001	255.3687748940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-14:00	0	0.0	0	0	79.60000000000002	0	0.0	0.0	0.0	383.4048515311	463.00485153110003	253.99737557841345	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-16:00	0	0.0	1.7918667478889352	0	83.50813325213107	0	0.0	0.0	0.0	369.8999604785	455.19996047852	254.8989840233384	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-18:00	0	0.0	0	0	52.3527256134	0	0.0	0.0	0.0	345.7164871595	398.06921277289996	191.7607399970249	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-20:00	0	0.0	23.554601404722455	0	67.89894153567755	0	0.0	0.0	0.0	326.44126593140004	417.8948088718	143.06853702301007	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-22:00	0	0.0	0	0	80.4	0	0.0	0.0	0.0	346.8421227928	427.2421227928	125.18065666017912	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-00:00	0	64.9006824993	0	0	15.000000000000002	0	0.0	0.0	0.0	405.7934221107	485.69410461	148.3772678088864	180.0	0.0	0.0	typical
